id,budget,countries,imdbId,imdbRating,imdbVotes,languages,movieId,plot,poster,released,revenue,runtime,title,tmdbId,url,year
6427,475000,[USA],0393109,7.4,82944,[English],44761,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,https://image.tmdb.org/t/p/w440_and_h660_face/84WBi81WfVTYKdk5K1C4Ci3SR7n.jpg,2006-04-14,3919254,110,Brick,9270,https://themoviedb.org/movie/9270,2005
6428,null,"[UK,  USA]",0493459,7.5,24790,[English],44788,Kirby Dick's exposé about the American movie ratings board.,https://image.tmdb.org/t/p/w440_and_h660_face/kO1k2Wg7ybuRvcXZPZvvwqAJrK6.jpg,2006-09-01,302179,98,This Film Is Not Yet Rated,16070,https://themoviedb.org/movie/16070,2006
6429,15000000,"[Canada,  USA]",0439815,6.5,59935,[English],44828,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",https://image.tmdb.org/t/p/w440_and_h660_face/zNlJvCY3Pz7SE09Lf4G7uPs5XFZ.jpg,2006-03-31,12834936,95,Slither,9035,https://themoviedb.org/movie/9035,2006
6430,null,[USA],0437863,5.6,39493,"[English,  Spanish]",44840,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children baseball squads.,https://image.tmdb.org/t/p/w440_and_h660_face/5yMPCr4qhuNg6fT538xicHaMaG7.jpg,2006-04-07,null,80,"Benchwarmers, The",9957,https://themoviedb.org/movie/9957,2006
6431,18000000,"[France,  UK,  Luxembourg]",0386741,6.7,14173,"[English,  French]",44849,"In 2054, Paris is a labyrinth where all movement is monitored and recorded. Casting a shadow over everything is the city's largest company, Avalon, which insinuates itself into every aspect of contemporary life to sell its primary export -- youth and beauty. In this world of stark contrasts and rigid laws the populace is kept in line and accounted for.",https://image.tmdb.org/t/p/w440_and_h660_face/l7oWoc9vkGwVoYZQUEgblpq1PBG.jpg,2006-03-15,1831348,105,Renaissance,9389,https://themoviedb.org/movie/9389,2006
6432,6500000,[USA],0436331,5.9,19303,[English],44864,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",https://image.tmdb.org/t/p/w440_and_h660_face/138DFtHjGQcDK4vQavLJ51xEBjZ.jpg,2006-04-21,13368437,88,Friends with Money,8998,https://themoviedb.org/movie/8998,2006
6433,7000000,[USA],0077889,6.8,6136,[English],44911,A ventriloquist is at the mercy of his vicious dummy while he tries to renew a romance with his high school sweetheart.,https://image.tmdb.org/t/p/w440_and_h660_face/edxr6rPbpLh1V6dTiMIiyHNKRi9.jpg,1978-11-08,null,107,Magic,34193,https://themoviedb.org/movie/34193,1978
6434,45000000,[USA],0362120,5.1,91360,"[English,  Japanese]",44972,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien Tr-iPods are invading the world and she has to uncover the secret in order to stop them.",https://image.tmdb.org/t/p/w440_and_h660_face/4SMqo8Me8aCT4KAVLeG9pk8VYiN.jpg,2006-04-14,178262620,83,Scary Movie 4,4257,https://themoviedb.org/movie/4257,2006
6435,950000,[USA],0424136,7.1,128569,[English],44974,A teenage girl raids a man's home in order to expose him under suspicion that he is a sex offender with pedophilia (not to be confused with a person who suffers the condition of pedophilia).,https://image.tmdb.org/t/p/w440_and_h660_face/uHTmlcivbPeclEdmtuQg3zOQWPS.jpg,2006-04-28,7022209,104,Hard Candy,2652,https://themoviedb.org/movie/2652,2005
6436,null,[France],0061473,7.3,3415,[French],45000,"A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.",https://image.tmdb.org/t/p/w440_and_h660_face/hfGzYErvwi8hB38kCsSNy6OjdPv.jpg,1968-03-04,30857,96,"Chinoise, La",1629,https://themoviedb.org/movie/1629,1967
6437,10000000,[USA],0420087,6.9,19401,"[English,  Norwegian]",45028,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court.",https://image.tmdb.org/t/p/w440_and_h660_face/asMi90blB9dYIpeW1qEVDfiNEa.jpg,2006-06-09,null,105,"Prairie Home Companion, A",9526,https://themoviedb.org/movie/9526,2006
6438,60000000,[USA],0443632,6.1,41658,[English],45062,A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.,https://image.tmdb.org/t/p/w440_and_h660_face/a7Yv1Zzf3fhzDPJBXEejroPmdUV.jpg,2006-04-21,78810595,108,"Sentinel, The",5820,https://themoviedb.org/movie/5820,2006
6439,50000000,"[Canada,  France,  Japan]",0384537,6.6,167650,[English],45081,"A woman goes in search for her daughter within the confines of a strange, desolate town called Silent Hill.",https://image.tmdb.org/t/p/w440_and_h660_face/qekwDdf4QymCwgeeFGVln7EISA0.jpg,2006-04-21,97607453,125,Silent Hill,588,https://themoviedb.org/movie/588,2006
6440,null,[Germany],0126765,7.3,5493,"[German,  English,  Russian]",45172,"The movie's plot is based on the true story of a group of young computer hackers from Hannover, Germany. In the late 1980s the orphaned Karl Koch invests his heritage in a flat and a home ...",https://image.tmdb.org/t/p/w440_and_h660_face/xyJl0JHLRjdU8ljJuqNSMvbWWAq.jpg,1999-01-14,null,99,23 (23 - Nichts ist so wie es scheint),1557,https://themoviedb.org/movie/1557,1998
6441,null,[USA],0034798,7.2,3746,[English],45179,A politician finds himself being accused of murder by a gangster from whom he refused help during a re-election campaign.,https://image.tmdb.org/t/p/w440_and_h660_face/mjGZvo31Psv4QBcvgk9NtLDwJ4P.jpg,1942-10-23,null,85,"Glass Key, The",17131,https://themoviedb.org/movie/17131,1942
6442,6000000,"[Thailand,  USA,  Hong Kong]",0427954,7.1,29336,"[Thai,  English,  Mandarin,  Vietnamese]",45183,"A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective, Kham must take on all comers, including a gang led by an evil woman and her two deadly bodyguards.",https://image.tmdb.org/t/p/w440_and_h660_face/uKE9BxgtT5g2pE3ZKC7MnzsAbTZ.jpg,2006-09-08,27165581,81,"Protector, The (a.k.a. Warrior King) (Tom yum goong)",8982,https://themoviedb.org/movie/8982,2005
6443,150000000,"[USA,  Germany,  China]",0317919,6.9,247310,"[English,  Italian,  Mandarin,  Cantonese,  German,  Czech]",45186,Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .,https://image.tmdb.org/t/p/w440_and_h660_face/5l0hS4A119jCA1A02XsFZHq1uRD.jpg,2006-05-05,397850012,126,Mission: Impossible III,956,https://themoviedb.org/movie/956,2006
6444,50000000,"[UK,  Germany,  USA]",0449089,5.5,45060,[English],45208,"Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they ultimately have to contend with a bizarre community of campers.",https://image.tmdb.org/t/p/w440_and_h660_face/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg,2006-04-28,87528173,99,RV,9530,https://themoviedb.org/movie/9530,2006
6445,15000000,"[USA,  UK,  France]",0475276,7.6,81946,"[English,  Arabic,  German]",45210,"A real-time account of the events on United Flight 93, one of the planes hijacked on September eleventh, 2001, that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",https://image.tmdb.org/t/p/w440_and_h660_face/aahr1uIPrEej8q4baE1RYXOXwFB.jpg,2006-04-28,76286096,111,United 93,9829,https://themoviedb.org/movie/9829,2006
6446,null,"[Germany,  USA]",0430634,6.4,21887,[English],45221,"After a run-in with the law, Haley Graham (Missy Peregrym) is forced to return to the world from which she fled some years ago. Enrolled in an elite gymnastics program run by the legendary Burt Vickerman (Jeff Bridges), Haley's rebellious attitude gives way to something that just might be called team spirit.",https://image.tmdb.org/t/p/w440_and_h660_face/uMcylxIC7nBpBd8Uf6Apr4MJ1pf.jpg,2006-04-28,null,103,Stick It,10115,https://themoviedb.org/movie/10115,2006
6447,8000000,[USA],0398027,6.5,16445,[English],45382,"Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.",https://image.tmdb.org/t/p/w440_and_h660_face/qgyp48naq0W7j4NbOttFi91DlYW.jpg,2005-12-09,852872,114,Down in the Valley,7870,https://themoviedb.org/movie/7870,2005
6448,80000000,[USA],0327084,6.8,123616,[English],45431,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",https://image.tmdb.org/t/p/w440_and_h660_face/6qKM3Rl1tQgOFO1fMA7DAizWZ5n.jpg,2006-05-19,343397247,83,Over the Hedge,7518,https://themoviedb.org/movie/7518,2006
6449,null,[USA],0364955,6.3,14664,[English],45440,"Starting from childhood attempts at illustration, the protagonist pursues his true obsession to art school. But as he learns how the art world really works, he finds that he must adapt his vision to the reality that confronts him.",https://image.tmdb.org/t/p/w440_and_h660_face/yVCO6dv6Apu0QhxTGMeo6vQQz7I.jpg,2006-05-12,null,102,Art School Confidential,9786,https://themoviedb.org/movie/9786,2006
6450,160000000,[USA],0409182,5.6,80805,"[English,  Spanish]",45442,"On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.",https://image.tmdb.org/t/p/w440_and_h660_face/cCx2Ead8KoZhHofsAAr7tyrjfDo.jpg,2006-05-12,181674817,98,Poseidon,503,https://themoviedb.org/movie/503,2006
6451,125000000,"[USA,  Malta,  France,  UK]",0382625,6.5,304340,"[English,  French,  Latin,  Spanish]",45447,A murder inside the Louvre and clues in Da Vinci paintings lead to the discovery of a religious mystery protected by a secret society for two thousand years -- which could shake the foundations of Christianity.,https://image.tmdb.org/t/p/w440_and_h660_face/6jexEWBXepwB1ZLpCEllI04Agrb.jpg,2006-05-19,767820459,149,"Da Vinci Code, The",591,https://themoviedb.org/movie/591,2006
6452,210000000,"[Canada,  USA,  UK]",0376994,6.8,366175,[English],45499,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",https://image.tmdb.org/t/p/w440_and_h660_face/9jDzVM003nH0NfQ57qMLHxcMQYU.jpg,2006-05-26,459359555,104,X-Men: The Last Stand,36668,https://themoviedb.org/movie/36668,2006
6453,52000000,[USA],0452594,5.8,99362,[English],45501,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",https://image.tmdb.org/t/p/w440_and_h660_face/yN3b4ElUOMA2lNcwAzr9TEBpmy.jpg,2006-06-02,205668210,106,"Break-Up, The",9767,https://themoviedb.org/movie/9767,2006
6454,400000,[USA],0417385,7.6,6042,[English],45506,"After his twin brother is accidentally killed by vengeful bullies, a 12-year old boy and his friends face the harsh realities of death, teenage hormones, and family dysfunction.",https://image.tmdb.org/t/p/w440_and_h660_face/jOs1N3B7w5ASq80hvTu1m9DiPmE.jpg,2006-07-07,95687,94,Twelve and Holding,18164,https://themoviedb.org/movie/18164,2005
6455,120000000,[USA],0317219,7.2,249945,"[English,  Italian,  Japanese,  Yiddish]",45517,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",https://image.tmdb.org/t/p/w440_and_h660_face/qa6HCwP4Z15l3hpsASz3auugEW6.jpg,2006-06-09,461983149,117,Cars,920,https://themoviedb.org/movie/920,2006
6456,null,[USA],0413466,6.0,4027,"[Spanish,  English]",45521,"Instead of adhering to the norms of their South Central neighborhood, a group of skater boys opt to bus into Hollywood and Beverly Hills, where they attract local rich girls - and plenty of...",https://image.tmdb.org/t/p/w440_and_h660_face/1pzjKXhYxNou5c0ssmfmCpaMqSN.jpg,2006-04-05,634074,111,Wassup Rockers,18484,https://themoviedb.org/movie/18484,2005
6457,25000000,[USA],0466909,5.5,47923,"[English,  Italian]",45662,"A remake of the horror classic The Omen (1976), an American official realizes that his young son may literally be the devil incarnate.",https://image.tmdb.org/t/p/w440_and_h660_face/kf1Qq9b32jn4umll9qD2ue5ftnh.jpg,2006-06-06,119188334,110,"Omen, The",806,https://themoviedb.org/movie/806,2006
6458,35000000,"[Germany,  USA]",0457510,5.7,64208,"[English,  Spanish]",45666,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).",https://image.tmdb.org/t/p/w440_and_h660_face/kh7B91bMl2lZ0mH9WhPfaNUIEQH.jpg,2006-06-16,99255460,92,Nacho Libre,9353,https://themoviedb.org/movie/9353,2006
6459,40000000,"[USA,  Australia]",0410297,6.8,111859,[English],45668,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",https://image.tmdb.org/t/p/w440_and_h660_face/tHpc1118dYWLnHZleGhwZxRbpae.jpg,2006-06-16,114830111,99,"Lake House, The",2044,https://themoviedb.org/movie/2044,2006
6460,82500000,[USA],0389860,6.4,238805,"[English,  Portuguese,  Japanese]",45672,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,https://image.tmdb.org/t/p/w440_and_h660_face/x7rM5dwQefvpXqHKQs4TrpoRyz3.jpg,2006-06-23,240685326,107,Click,9339,https://themoviedb.org/movie/9339,2006
6461,null,[USA],0036341,6.9,3612,"[English,  Italian,  Latin,  French]",45679,"A woman in search of her missing sister uncovers a Satanic cult in New York's Greenwich Village, and finds that they may have something to do with her sibling's random disappearance.",https://image.tmdb.org/t/p/w440_and_h660_face/cvck16EWDqWK6x4p78N8KyJyJNJ.jpg,1943-08-21,null,71,"Seventh Victim, The",20945,https://themoviedb.org/movie/20945,1943
6462,35000000,"[USA,  France]",0458352,6.8,275709,"[English,  French]",45720,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",https://image.tmdb.org/t/p/w440_and_h660_face/u6QBDGUCOEMRekna95ip2MxplbQ.jpg,2006-06-30,326551094,109,"Devil Wears Prada, The",350,https://themoviedb.org/movie/350,2006
6463,200000000,[USA],0383574,7.3,503870,"[English,  Turkish,  Greek,  Mandarin,  French]",45722,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",https://image.tmdb.org/t/p/w440_and_h660_face/AdRQGfT05z6L9gIpUpkh4McMmpm.jpg,2006-07-07,1065659812,151,Pirates of the Caribbean: Dead Man's Chest,58,https://themoviedb.org/movie/58,2006
6464,54000000,[USA],0463034,5.6,67128,[English],45726,"A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.",https://image.tmdb.org/t/p/w440_and_h660_face/rtqbg1CKR4dFdmHxmsiM3u9n71I.jpg,2006-07-14,130431368,110,"You, Me and Dupree",1819,https://themoviedb.org/movie/1819,2006
6465,5000000,[USA],0424345,7.4,112485,[English],45728,A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.,https://image.tmdb.org/t/p/w440_and_h660_face/qyI644vFgnITKgHouRQGvHe7e6i.jpg,2006-07-21,26888376,97,Clerks II,2295,https://themoviedb.org/movie/2295,2006
6466,70000000,[USA],0452637,5.7,76904,[English],45730,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",https://image.tmdb.org/t/p/w440_and_h660_face/ddNmoSy1Jd3PBF5XDZvrrBIfrja.jpg,2006-07-21,72785169,110,Lady in the Water,9697,https://themoviedb.org/movie/9697,2006
6467,null,[USA],0465624,5.1,52967,[English],45732,"When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",https://image.tmdb.org/t/p/w440_and_h660_face/vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,2006-07-21,60896147,95,My Super Ex-Girlfriend,4474,https://themoviedb.org/movie/4474,2006
6468,null,[UK],0065976,7.9,3867,[English],45837,"The filmed account of the Beatles's attempt to recapture their old group spirit by making a back to basics album, which instead drove them further apart.",https://image.tmdb.org/t/p/w440_and_h660_face/4Uru7YKndJE5oeYCQBPNEUDWdup.jpg,1970-05-20,null,81,Let It Be,20556,https://themoviedb.org/movie/20556,1970
6469,40000000,"[USA,  France,  Japan]",0422720,6.4,77748,"[English,  Latin,  French]",45880,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen and ultimately the fall of Versailles.",https://image.tmdb.org/t/p/w440_and_h660_face/o41nX4P9E8TWoWiCPYgudsZ8ilP.jpg,2006-10-20,60474340,123,Marie Antoinette,1887,https://themoviedb.org/movie/1887,2006
6470,1000000,[USA],0489037,7.7,11167,[English],45928,"A documentary that investigates the birth and death of the electric car, as well as the role of renewable energy and sustainable living in the future.",https://image.tmdb.org/t/p/w440_and_h660_face/bELDMlz8TTTPvZzZAbaUD83fGC8.jpg,2006-08-04,1678874,92,Who Killed the Electric Car?,13508,https://themoviedb.org/movie/13508,2006
6471,null,[France],0070359,8.2,3334,[French],45942,"In Paris, the pedantic Alexandre lives with his mate Marie in her apartment, an open relationship. Alexandre, who is idle and chauvinist, spends his days reading, drinking and shagging ...",https://image.tmdb.org/t/p/w440_and_h660_face/xJpUVGnjoCvSOLjQaVAESwKzTuG.jpg,1973-05-17,null,210,"Mother and the Whore, The (Maman et la putain, La)",48693,https://themoviedb.org/movie/48693,1973
6472,1000000,[USA],0497116,7.5,65866,[English],45950,Director Davis Guggenheim eloquently weaves the science of global warming with Al Gore's personal history and lifelong commitment to reversing the effects of global climate change in the most talked-about documentary at Sundance.,https://image.tmdb.org/t/p/w440_and_h660_face/xgxVyBK0ZSAvWDi88KtPMBf4teo.jpg,2006-06-30,46243000,96,"Inconvenient Truth, An",1781,https://themoviedb.org/movie/1781,2006
6473,6000000,[USA],0101545,5.8,6818,[English],45969,"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave home, but is disorientated. Her decision is finalized after she falls asleep in a Target...",https://image.tmdb.org/t/p/w440_and_h660_face/vtcBQTGxk6ZfKSfDXBTGG6fzSJ1.jpg,1991-03-29,11336986,83,Career Opportunities,16270,https://themoviedb.org/movie/16270,1991
6474,null,[USA],0092758,7.8,956,[English],45987,"This documentary covers the concert at the Fox Theatre in St. Louis, Missouri, to celebrate Chuck Berry's sixtieth birthday, and also discusses his life and career.",https://image.tmdb.org/t/p/w440_and_h660_face/fgTj1gRNVCYinayIqNzPhrTbvop.jpg,1987-10-09,null,120,Chuck Berry Hail! Hail! Rock 'n' Roll,42003,https://themoviedb.org/movie/42003,1987
6475,4200000,[USA],0475293,5.2,57176,"[English,  Spanish]",46062,Troy and Gabriella - two teens who are worlds apart - meet at a karaoke contest and discover their mutual love for music.,https://image.tmdb.org/t/p/w440_and_h660_face/lkcc7eC4qTbhE2DBnoVpGg2ZeM9.jpg,2006-01-20,null,98,High School Musical,10947,https://themoviedb.org/movie/10947,2006
6476,null,"[China,  Hong Kong]",0446059,7.7,61098,"[English,  Mandarin]",46322,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",https://image.tmdb.org/t/p/w440_and_h660_face/yKJ7rjIwOa8XvACELo9eV8IvMPb.jpg,2006-09-22,6971266,104,Jet Li's Fearless (Huo Yuan Jia),7549,https://themoviedb.org/movie/7549,2006
6477,85000000,[USA],0463985,6.0,171698,"[English,  Japanese]",46335,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,https://image.tmdb.org/t/p/w440_and_h660_face/g5pxxYlRJU7bG6ijgDbewXonmSY.jpg,2006-06-16,158468292,104,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",9615,https://themoviedb.org/movie/9615,2006
6478,60000000,"[UK,  USA]",0455499,5.0,26241,[English],46337,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",https://image.tmdb.org/t/p/w440_and_h660_face/osfMaHucgLtHtsMa6TQLTooE3G7.jpg,2006-06-16,141702264,78,Garfield: A Tail of Two Kitties,9513,https://themoviedb.org/movie/9513,2006
6479,null,[Canada],0478209,8.1,9671,[English],46347,"Sam Dunn is a 30-year old anthropologist who wrote his graduate thesis on the plight of Guatemalan refugees. Recenly he has decided to study the plight of a different culture, one he has ...",https://image.tmdb.org/t/p/w440_and_h660_face/8e1q6wP5XVcjh3yLVU1WNdZnppm.jpg,2006-06-21,null,96,Metal: A Headbanger's Journey,20604,https://themoviedb.org/movie/20604,2005
6480,270000000,[USA],0348150,6.1,234541,"[English,  German,  French]",46530,"Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.",https://image.tmdb.org/t/p/w440_and_h660_face/6ZYOpyhFZrAQIe1BuhqVgzfAdGZ.jpg,2006-06-28,391081192,154,Superman Returns,1452,https://themoviedb.org/movie/1452,2006
6481,null,"[UK,  Japan]",0101798,7.0,1868,"[English,  Italian]",46544,"In this Derek Jarman version of Christopher Marlowe's Elisabethan drama, in modern costumes and settings, Plantagenet king Edward II hands the power-craving nobility the perfect excuse by ...",https://image.tmdb.org/t/p/w440_and_h660_face/sB3ktIeyCoudoRMJgzo9goA9k1v.jpg,1991-10-18,694438,87,Edward II,43654,https://themoviedb.org/movie/43654,1991
6482,null,[UK],0468094,7.5,10336,"[English,  Urdu]",46559,"Part drama, part documentary, The Road to Guantánamo focuses on the Tipton Three, a trio of British Muslims who were held in Guantanamo Bay for two years until they were released without charge.",https://image.tmdb.org/t/p/w440_and_h660_face/jTxCPGk4DjFvvj6I7paZucCAQju.jpg,2006-03-09,null,95,"Road to Guantanamo, The",7872,https://themoviedb.org/movie/7872,2006
6483,null,[USA],0478197,6.9,1748,[English],46561,"A documentary on the legendary singer-songwriter, with performances by those musicians he has influenced.",https://image.tmdb.org/t/p/w440_and_h660_face/gdbeGIWNsOojKswI6kiUMVjy1yZ.jpg,2006-07-28,null,105,Leonard Cohen: I'm Your Man,57406,https://themoviedb.org/movie/57406,2005
6484,5000000,[USA],0422861,5.6,5420,[English],46574,Priscilla Chase is a woman who has never had an orgasm.,https://image.tmdb.org/t/p/w440_and_h660_face/6UNjCz9wn7DzYzPu90NLZkzBDFs.jpg,2007-02-02,648183,88,"OH in Ohio, The",14474,https://themoviedb.org/movie/14474,2006
6485,8000000,[USA],0449059,7.9,345995,[English],46578,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,https://image.tmdb.org/t/p/w440_and_h660_face/tFnTds88mCuLcLPBseK1kF2E3qv.jpg,2006-08-18,100523181,101,Little Miss Sunshine,773,https://themoviedb.org/movie/773,2006
6486,null,[UK],0040338,7.8,5247,"[English,  French]",46664,"A butler working in a foreign embassy in London falls under suspicion when his wife accidentally falls to her death, the only witness being an impressionable young boy.",https://image.tmdb.org/t/p/w440_and_h660_face/h4ZuajuWTsQ3RF59bz1jlqDDgDg.jpg,1948-10-25,null,95,"Fallen Idol, The",21631,https://themoviedb.org/movie/21631,1948
6487,25000000,"[France,  USA,  Mexico]",0449467,7.5,237685,"[English,  Arabic,  Spanish,  Japanese,  Berber languages,  French,  Russian,  Japanese Sign Language]",46723,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",https://image.tmdb.org/t/p/w440_and_h660_face/uGj7NH3rFsUOmSBiPxsv4EBqHk5.jpg,2006-11-10,135330182,143,Babel,1164,https://themoviedb.org/movie/1164,2006
6488,null,[USA],0369994,6.0,6832,[English],46772,"A prequel to the critically acclaimed series featuring Jerri Blank, a 46-year-old ex-junkie, ex-con who returns to high school in a bid to start her life over.",https://image.tmdb.org/t/p/w440_and_h660_face/hPx4aELIbpf6ZRdHPmBH5h5Qs95.jpg,2006-07-21,null,97,Strangers with Candy,13141,https://themoviedb.org/movie/13141,2005
6489,null,[USA],0492506,7.4,3343,[English],46850,An in-depth look at The New York Times' long-time crossword puzzle editor Will Shortz and his loyal fan base.,https://image.tmdb.org/t/p/w440_and_h660_face/cxEPdo3JW6cZd6ppoBb1sYRReGL.jpg,2006-07-21,null,94,Wordplay,35199,https://themoviedb.org/movie/35199,2006
6490,null,"[France,  Italy]",0064040,8.2,14300,"[French,  German,  English]",46855,An account of underground resistance fighters in Nazi-occupied France.,https://image.tmdb.org/t/p/w440_and_h660_face/aqNZWM9bspt8zaDvVRIRiWxRVJ7.jpg,1969-09-12,741766,145,Army of Shadows (L'armée des ombres),15383,https://themoviedb.org/movie/15383,1969
6491,64000000,"[USA,  Canada]",0430304,4.2,38294,"[English,  Estonian]",46865,A wannabe dad mistakes a vertically challenged criminal on the lam as his newly adopted son.,https://image.tmdb.org/t/p/w440_and_h660_face/zlmlkLVNexUciv3ffdtqHELEVgg.jpg,2006-07-14,101595121,98,Little Man,9072,https://themoviedb.org/movie/9072,2006
6492,null,[USA],0399862,7.0,4290,"[English,  Spanish]",46919,Two people come to the end of a spear in order to realize that the divisions between them are not real.,https://image.tmdb.org/t/p/w440_and_h660_face/lqbQm1FSCCBaLLLwFFP3nSFvsbK.jpg,2006-01-20,null,108,End of the Spear,14120,https://themoviedb.org/movie/14120,2005
6493,75000000,[USA],0385880,6.6,67555,[English],46948,"Three teens discover that their neighbor's house is really a living, breathing, scary monster.",https://image.tmdb.org/t/p/w440_and_h660_face/zCRPr4bkO3ae0U1134vJ39xZnAG.jpg,2006-07-21,140175006,91,Monster House,9297,https://themoviedb.org/movie/9297,2006
6494,33000000,"[Germany,  USA,  Canada]",0417148,5.6,113704,[English],46965,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",https://image.tmdb.org/t/p/w440_and_h660_face/i0ynvZ89tV1t8MAL9FmeQELfXH0.jpg,2006-08-18,62022014,105,Snakes on a Plane,326,https://themoviedb.org/movie/326,2006
6495,4000000,"[UK,  USA]",0457513,6.7,65149,[English],46967,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",https://image.tmdb.org/t/p/w440_and_h660_face/aHvZYoQNRTMrfs46pj64b9GrbaK.jpg,2006-07-28,31584901,96,Scoop,512,https://themoviedb.org/movie/512,2006
6496,72500000,[USA],0415306,6.6,126776,"[English,  French]",46970,"#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",https://image.tmdb.org/t/p/w440_and_h660_face/3iCiTqsmJz1mO85AHzTiHNkRmb6.jpg,2006-08-04,162966177,108,Talladega Nights: The Ballad of Ricky Bobby,9718,https://themoviedb.org/movie/9718,2006
6497,110000000,"[USA,  UK]",0477347,6.4,224371,"[English,  Italian,  Hebrew]",46972,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,https://image.tmdb.org/t/p/w440_and_h660_face/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg,2006-12-22,574480841,108,Night at the Museum,1593,https://themoviedb.org/movie/1593,2006
6498,65000000,[USA],0469641,6.0,66372,[English],46974,Two Port Authority police officers become trapped under the rubble of the World Trade Center.,https://image.tmdb.org/t/p/w440_and_h660_face/6PpcU7vAu2Ob2UXmDRYGBensygC.jpg,2006-08-09,163247198,129,World Trade Center,1852,https://themoviedb.org/movie/1852,2006
